# r	p	err_p
2.546889669745960649e+00 3.356806927613407154e-01 1.215656131959279513e-03
3.590145118960235138e+00 3.384753184713376051e-01 1.716354249965064069e-03
4.374792448188969729e+00 3.343825816485225255e-01 8.602168507881014468e-04
5.039667030576477025e+00 3.376707386858407989e-01 1.214192750529812133e-03
5.641715507137460506e+00 3.332090155272939835e-01 8.604314218393023560e-04
6.178136746739213869e+00 3.360813825965283663e-01 1.498304722327184826e-03
6.679745500575404726e+00 3.344026651037971809e-01 6.057295886808762358e-04
7.133432965369426171e+00 3.311382878645343641e-01 1.817382641350135308e-03
7.568045095979523573e+00 3.337931484822018735e-01 6.969778615515712875e-04
7.981312904518754969e+00 3.327565956479458520e-01 8.674542746339512474e-04
8.365107554312810834e+00 3.374789832855306093e-01 8.559896181432175271e-04
8.720231918260033410e+00 3.310541388618643555e-01 9.043949279759540966e-04
9.094509922859570494e+00 3.357619841634244540e-01 4.890548456863716767e-04
9.786307324231014348e+00 3.340046457873236396e-01 5.834598772922188360e-04
1.037246334611831777e+01 3.361912079912646178e-01 5.477695245760712001e-04
1.097240646236435602e+01 3.358763852672750905e-01 3.888418933075564661e-04
1.158468459797110484e+01 3.349337665697028066e-01 5.193639551692535950e-04
1.207341093516233776e+01 3.342590519561561835e-01 5.323092848823814810e-04
1.261956667129472365e+01 3.347982038633093294e-01 4.217134108993576087e-04
1.322205888436498356e+01 3.354268696227663549e-01 3.135113052637037334e-04
1.404510207826863244e+01 3.353180257060155434e-01 4.221520475907133453e-04
1.465319618787387412e+01 3.358284655462867030e-01 2.987215607553848364e-04
1.533209055881657434e+01 3.342356069022208165e-01 3.198388497234268442e-04
1.577836432963097124e+01 3.356559037292982106e-01 5.320236941191078522e-04
1.640396381725453523e+01 3.352044001931477335e-01 2.715873620457137758e-04
1.691690305563641061e+01 3.344825338748210197e-01 3.655865386946532763e-04
1.730269268481832867e+01 3.355856496628638053e-01 4.110742248328489953e-04
1.768139717388453747e+01 3.348155548694025652e-01 3.419249309547200662e-04
1.821030915564649177e+01 3.342997763419097157e-01 3.038426271138650915e-04
1.868622531690066069e+01 3.350890653145640052e-01 3.148337195297644235e-04
1.919570883874395761e+01 3.341505658874907025e-01 2.733492203998488584e-04
1.966136338592043842e+01 3.352512473368161605e-01 3.276776582419829611e-04
2.004514751628970615e+01 3.338761746065450620e-01 3.272374051215282001e-04
2.075965572773459300e+01 3.346426687362408781e-01 1.941650691176538697e-04
2.152743475253615202e+01 3.352062585842407461e-01 2.529034196841499146e-04
2.199338062850319275e+01 3.348838431343699185e-01 2.499421534176293628e-04
2.275267280913989865e+01 3.343269242612733616e-01 1.963639687720959541e-04
2.325273725957228876e+01 3.336546161856919768e-01 3.069297528777066857e-04
2.354849369205539489e+01 3.342350196361704162e-01 3.142908927762526664e-04
2.410148640368808870e+01 3.342433356647442899e-01 1.855063861632927716e-04
2.497332387708956603e+01 3.343325886631182131e-01 1.767565075239477810e-04
2.566218476715157237e+01 3.336986935454677727e-01 1.879405499442103351e-04
2.622849434119780199e+01 3.346255394008281758e-01 2.399326186228452709e-04
2.661176514035437179e+01 3.344947018982723508e-01 2.954868739612261119e-04
2.699820089584422433e+01 3.343888434827139156e-01 2.088901903668489806e-04
2.737659745583384208e+01 3.339357665504225081e-01 2.210451246981040921e-04
2.798023433236140178e+01 3.338654142581408135e-01 1.722121365887769207e-04
2.845270439787545769e+01 3.337130041555627646e-01 2.842578856511937123e-04
2.906056609960868897e+01 3.344891451513858915e-01 1.447455613914722604e-04
2.971236603734913473e+01 3.344601089576671460e-01 1.839188449575260222e-04
3.046087590297617709e+01 3.340285578434405434e-01 1.434915001703329250e-04
3.115629016434524345e+01 3.338524727756075339e-01 1.737235065030737799e-04
3.163866894781977024e+01 3.339880225832747573e-01 1.791067633911363588e-04
3.218314430341938248e+01 3.337905028025753840e-01 1.680587080215625308e-04
3.286679280339713927e+01 3.339871843917368022e-01 1.377273292132322549e-04
3.351127145488820958e+01 3.342155716963640666e-01 1.643765050679698008e-04
3.396652921018667115e+01 3.337454360904035244e-01 1.810005980741527650e-04
3.452224085860139269e+01 3.342430749357824249e-01 1.429919011878203318e-04
3.514562965133589501e+01 3.337526740167846007e-01 1.564750688929094388e-04
3.578611444510764272e+01 3.337532787092117870e-01 1.244412190891659817e-04
3.633620597827884069e+01 3.343729830933247493e-01 1.950486997592550099e-04
3.677597307628312251e+01 3.332783041556404702e-01 1.557982999368218949e-04
3.722272214183244188e+01 3.339628609447893859e-01 1.656370256806933303e-04
3.771575244644498781e+01 3.336278033698727441e-01 1.441400799714451415e-04
3.816453223082535828e+01 3.335644741705087180e-01 1.538916530356952835e-04
3.869566485070546236e+01 3.330319006731103926e-01 1.441829168817851999e-04
3.940157837064442248e+01 3.336264670907043151e-01 1.096350536481367446e-04
