# r	p	err_p
2.527973141636736365e+00 2.624525465616958653e-01 0.000000000000000000e+00
3.580374568948612612e+00 5.214011761697775471e-01 0.000000000000000000e+00
4.381365262051171605e+00 4.924107314694825543e-01 0.000000000000000000e+00
5.049288552713457889e+00 2.566485595860257818e-01 0.000000000000000000e+00
5.654817615274851050e+00 2.357094821788836558e-01 0.000000000000000000e+00
6.171555470072429550e+00 7.622418879056047647e-02 0.000000000000000000e+00
6.697462433302414198e+00 4.090169783543660675e-01 0.000000000000000000e+00
7.150238441498681929e+00 5.466850332395041256e-01 0.000000000000000000e+00
7.576911673435858141e+00 2.694883950533223382e-01 0.000000000000000000e+00
8.002797488811502546e+00 3.826404726656797428e-01 0.000000000000000000e+00
8.381235758000601166e+00 3.978461300069729423e-01 0.000000000000000000e+00
8.729764720701419733e+00 2.622532761390940492e-01 0.000000000000000000e+00
9.111110904734079696e+00 2.445103182857455704e-01 0.000000000000000000e+00
9.831375290603505235e+00 3.808376683075562208e-01 0.000000000000000000e+00
1.039271781277662221e+01 2.990711937697178024e-01 0.000000000000000000e+00
1.098696779551344171e+01 3.583788569439381178e-01 0.000000000000000000e+00
1.159277165881906591e+01 2.723477418343647760e-01 0.000000000000000000e+00
1.211726409917785574e+01 3.194807854783788814e-01 0.000000000000000000e+00
1.263602242602869730e+01 3.058136524465667749e-01 0.000000000000000000e+00
1.323287552225243147e+01 3.347866536454858766e-01 0.000000000000000000e+00
1.407139823066171935e+01 3.673176196364176249e-01 0.000000000000000000e+00
1.468504468765997117e+01 3.345288188668167351e-01 0.000000000000000000e+00
1.535467057611664465e+01 3.066342388149628784e-01 0.000000000000000000e+00
1.581681116729863668e+01 3.450761286905865144e-01 0.000000000000000000e+00
1.643457159202934292e+01 3.431620513778203541e-01 0.000000000000000000e+00
1.694490159227715509e+01 3.234851616912076122e-01 0.000000000000000000e+00
1.733525421405363787e+01 3.503408425703872786e-01 0.000000000000000000e+00
1.770999884603740071e+01 3.377749572483937368e-01 0.000000000000000000e+00
1.823628289818080717e+01 3.260828574740043395e-01 0.000000000000000000e+00
1.872048567680835163e+01 3.273757169129672961e-01 0.000000000000000000e+00
1.922797161760841433e+01 3.335851048086024839e-01 0.000000000000000000e+00
1.969316608572814431e+01 3.217002043533759847e-01 0.000000000000000000e+00
2.008398797461234864e+01 3.389594616119783188e-01 0.000000000000000000e+00
2.079060463317479091e+01 3.299873241132190160e-01 0.000000000000000000e+00
2.156746431403138331e+01 3.283502915231690245e-01 0.000000000000000000e+00
2.203855874051940589e+01 3.267731810948231730e-01 0.000000000000000000e+00
2.280112082718985889e+01 3.273519158772761339e-01 0.000000000000000000e+00
2.330153405404614730e+01 3.293875071337837857e-01 0.000000000000000000e+00
2.359278136721314567e+01 3.318633021516139148e-01 0.000000000000000000e+00
2.414308946411794210e+01 3.286730881460118714e-01 0.000000000000000000e+00
2.501602240325095394e+01 3.285590215472071751e-01 0.000000000000000000e+00
2.569905170465728972e+01 3.297618827954630349e-01 0.000000000000000000e+00
2.627120786263175489e+01 3.290136528577357056e-01 0.000000000000000000e+00
2.665893101500396867e+01 3.323983267326043323e-01 0.000000000000000000e+00
2.704883814893087290e+01 3.331731502917387733e-01 0.000000000000000000e+00
2.743240154335029146e+01 3.320875406017793074e-01 0.000000000000000000e+00
2.804335539145704814e+01 3.310651418357920539e-01 0.000000000000000000e+00
2.851742922310971551e+01 3.316969999010211945e-01 0.000000000000000000e+00
2.911327743468245544e+01 3.315039821851213930e-01 0.000000000000000000e+00
2.976830872824442409e+01 3.348063996720151425e-01 0.000000000000000000e+00
3.051811553176317560e+01 3.330649336636796742e-01 0.000000000000000000e+00
3.121505008567589101e+01 3.343213532211664618e-01 0.000000000000000000e+00
3.169705014740658910e+01 3.325848007016071750e-01 0.000000000000000000e+00
3.224873112893659055e+01 3.318581654176074314e-01 0.000000000000000000e+00
3.293649060676748519e+01 3.335292816474202948e-01 0.000000000000000000e+00
3.357276936867579309e+01 3.337195682634206406e-01 0.000000000000000000e+00
3.402692890854932273e+01 3.332821196772765004e-01 0.000000000000000000e+00
3.458757600359918172e+01 3.326462238359275125e-01 0.000000000000000000e+00
3.521542712179644496e+01 3.320621384538636756e-01 0.000000000000000000e+00
3.585896269881927623e+01 3.322763833451486959e-01 0.000000000000000000e+00
3.640624477705275552e+01 3.336732241427541323e-01 0.000000000000000000e+00
3.684721845700813248e+01 3.328332383297502028e-01 0.000000000000000000e+00
3.729232573026897057e+01 3.333742336890332392e-01 0.000000000000000000e+00
3.777853176274830105e+01 3.328590260644893606e-01 0.000000000000000000e+00
3.823197785145928407e+01 3.326002456673532448e-01 0.000000000000000000e+00
3.876852606824422054e+01 3.325806970100186333e-01 0.000000000000000000e+00
3.947074495791900262e+01 3.336691608546958898e-01 0.000000000000000000e+00
